order_id,shipping_date,shipping_days_actual,shipping_days_scheduled,shipping_mode,delivery_status,late_delivery_risk
75827,2018-01-14 21:13:00,3,4,Standard Class,Advance shipping,0
75826,2018-01-13 20:52:00,2,4,Standard Class,Advance shipping,0
75825,2018-01-17 20:31:00,6,4,Standard Class,Late delivery,1
75824,2018-01-16 20:10:00,5,4,Standard Class,Late delivery,1
75823,2018-01-15 19:49:00,4,4,Standard Class,Shipping on time,0
75822,2018-01-14 19:28:00,3,4,Standard Class,Advance shipping,0
75821,2018-01-13 19:07:00,2,4,Standard Class,Advance shipping,0
75820,2018-01-17 18:46:00,6,4,Standard Class,Late delivery,1
75819,2018-01-16 18:25:00,5,4,Standard Class,Late delivery,1
75818,2018-01-15 18:04:00,4,4,Standard Class,Shipping on time,0
75817,2018-01-14 17:43:00,3,4,Standard Class,Advance shipping,0
75816,2018-01-13 17:22:00,2,4,Standard Class,Advance shipping,0
75815,2018-01-17 17:01:00,6,4,Standard Class,Late delivery,1
75814,2018-01-16 16:40:00,5,4,Standard Class,Late delivery,1
75813,2018-01-15 16:19:00,4,2,Second Class,Late delivery,1
75812,2018-01-14 15:58:00,3,2,Second Class,Late delivery,1
75811,2018-01-13 15:37:00,2,1,First Class,Late delivery,1
75810,2018-01-17 15:16:00,6,2,Second Class,Late delivery,1
75809,2018-01-16 14:55:00,5,2,Second Class,Late delivery,1
75808,2018-01-15 14:34:00,4,2,Second Class,Late delivery,1
75807,2018-01-12 02:13:00,1,0,Same Day,Late delivery,1
75806,2018-01-12 01:52:00,1,0,Same Day,Late delivery,1
75805,2018-01-12 01:31:00,1,0,Same Day,Late delivery,1
75804,2018-01-12 01:10:00,1,0,Same Day,Late delivery,1
75803,2018-01-12 00:49:00,1,0,Same Day,Late delivery,1
75802,2018-01-12 00:28:00,1,0,Same Day,Shipping canceled,0
75801,2018-01-12 00:06:00,1,0,Same Day,Late delivery,1
75800,2018-01-17 11:45:00,6,4,Standard Class,Late delivery,1
75799,2018-01-16 11:24:00,5,4,Standard Class,Late delivery,1
75798,2018-01-15 11:03:00,4,4,Standard Class,Shipping on time,0
75797,2018-01-14 10:42:00,3,4,Standard Class,Advance shipping,0
3130,2015-02-21 16:13:00,6,2,Second Class,Late delivery,1
49521,2016-12-25 21:03:00,2,2,Second Class,Shipping on time,0
30305,2016-03-24 08:50:00,6,2,Second Class,Late delivery,1
27772,2016-02-13 09:25:00,3,2,Second Class,Late delivery,1
31296,2016-04-03 20:01:00,2,2,Second Class,Shipping on time,0
22076,2015-11-21 05:51:00,2,2,Second Class,Shipping on time,0
25665,2016-01-16 15:14:00,6,2,Second Class,Late delivery,1
22819,2015-12-05 02:09:00,5,2,Second Class,Late delivery,1
27099,2016-02-05 13:38:00,5,2,Second Class,Late delivery,1
28292,2016-02-20 23:35:00,3,2,Second Class,Late delivery,1
39159,2016-07-30 14:47:00,5,2,Second Class,Late delivery,1
34631,2016-05-22 12:25:00,2,2,Second Class,Shipping on time,0
37669,2016-07-08 20:46:00,5,2,Second Class,Late delivery,1
40085,2016-08-14 03:12:00,6,2,Second Class,Late delivery,1
47262,2016-11-23 21:38:00,3,2,Second Class,Late delivery,1
44771,2016-10-17 12:55:00,2,2,Second Class,Shipping on time,0
13890,2015-07-28 17:56:00,6,2,Second Class,Late delivery,1
17071,2015-09-09 04:22:00,2,2,Second Class,Shipping on time,0
11321,2015-06-17 05:54:00,2,2,Second Class,Shipping on time,0
11936,2015-06-26 05:21:00,2,2,Second Class,Shipping on time,0
68337,2017-09-27 13:08:00,3,2,Second Class,Late delivery,1
45746,2016-10-31 18:30:00,2,2,Second Class,Shipping on time,0
13736,2015-07-22 11:58:00,2,2,Second Class,Shipping on time,0
49622,2016-12-28 08:26:00,3,2,Second Class,Late delivery,1
19444,2015-10-16 19:44:00,5,2,Second Class,Late delivery,1
51911,2017-01-29 18:23:00,2,2,Second Class,Shipping on time,0
58239,2017-05-05 03:21:00,5,2,Second Class,Late delivery,1
56678,2017-04-11 08:28:00,4,2,Second Class,Late delivery,1
53202,2017-02-18 14:40:00,3,2,Second Class,Late delivery,1
58738,2017-05-11 10:11:00,4,2,Second Class,Late delivery,1
56260,2017-04-07 06:02:00,6,2,Second Class,Late delivery,1
5042,2015-03-18 14:05:00,3,2,Second Class,Late delivery,1
55511,2017-03-23 07:37:00,2,2,Second Class,Shipping on time,0
54128,2017-03-05 03:05:00,4,2,Second Class,Late delivery,1
21244,2015-11-12 02:22:00,5,2,Second Class,Late delivery,1
31239,2016-04-06 00:03:00,5,2,Second Class,Late delivery,1
45772,2016-11-02 03:37:00,3,2,Second Class,Late delivery,1
24661,2015-12-28 23:29:00,2,2,Second Class,Shipping on time,0
22924,2015-12-06 14:56:00,5,2,Second Class,Late delivery,1
21902,2015-11-19 16:53:00,3,2,Second Class,Late delivery,1
21534,2015-11-16 07:58:00,5,2,Second Class,Late delivery,1
24160,2015-12-25 15:58:00,6,2,Second Class,Late delivery,1
32102,2016-04-16 14:24:00,3,2,Second Class,Late delivery,1
37763,2016-07-09 05:42:00,4,2,Second Class,Late delivery,1
37867,2016-07-09 18:08:00,3,2,Second Class,Late delivery,1
31905,2016-04-16 17:23:00,6,2,Second Class,Late delivery,1
36269,2016-06-18 10:17:00,5,2,Second Class,Late delivery,1
48374,2016-12-12 03:12:00,5,2,Second Class,Late delivery,1
17719,2015-09-21 15:24:00,5,2,Second Class,Late delivery,1
15766,2015-08-21 03:10:00,2,2,Second Class,Shipping on time,0
12179,2015-07-02 18:29:00,5,2,Second Class,Late delivery,1
66275,2017-08-31 10:44:00,6,2,Second Class,Late delivery,1
13140,2015-07-17 19:10:00,6,2,Second Class,Late delivery,1
16444,2015-09-03 00:42:00,5,2,Second Class,Late delivery,1
14454,2015-08-04 23:31:00,5,2,Second Class,Late delivery,1
67979,2017-09-24 07:43:00,5,2,Second Class,Late delivery,1
65264,2017-08-15 16:32:00,5,2,Second Class,Late delivery,1
51226,2017-01-19 18:23:00,2,2,Second Class,Shipping on time,0
52576,2017-02-08 11:21:00,2,2,Second Class,Shipping on time,0
67753,2017-09-20 00:32:00,4,2,Second Class,Late delivery,1
15421,2015-08-16 02:18:00,2,2,Second Class,Shipping on time,0
13225,2015-07-19 00:57:00,6,2,Second Class,Late delivery,1
71362,2017-11-10 16:56:00,3,2,Second Class,Late delivery,1
13232,2015-07-16 03:24:00,3,2,Second Class,Late delivery,1
65487,2017-08-16 22:39:00,3,2,Second Class,Late delivery,1
65105,2017-08-14 08:49:00,6,2,Second Class,Late delivery,1
14837,2015-08-08 13:42:00,3,2,Second Class,Late delivery,1
46224,2016-11-10 17:58:00,5,2,Second Class,Late delivery,1
71217,2017-11-08 14:08:00,3,2,Second Class,Late delivery,1
63972,2017-07-25 19:53:00,3,2,Second Class,Late delivery,1
19200,2015-10-14 06:15:00,6,2,Second Class,Late delivery,1
18009,2015-09-25 21:00:00,5,2,Second Class,Late delivery,1
10831,2015-06-10 02:13:00,2,2,Second Class,Shipping on time,0
68107,2017-09-24 04:33:00,3,2,Second Class,Late delivery,1
71271,2017-11-08 09:03:00,2,2,Second Class,Shipping on time,0
16953,2015-09-09 11:02:00,4,2,Second Class,Late delivery,1
49664,2016-12-30 23:09:00,5,2,Second Class,Late delivery,1
16446,2015-08-31 01:24:00,2,2,Second Class,Shipping on time,0
14960,2015-08-13 08:48:00,6,2,Second Class,Late delivery,1
18005,2015-09-26 19:36:00,6,2,Second Class,Late delivery,1
12804,2015-07-11 21:27:00,5,2,Second Class,Late delivery,1
14651,2015-08-04 20:32:00,2,2,Second Class,Shipping on time,0
10990,2015-06-16 09:56:00,6,2,Second Class,Late delivery,1
65609,2017-08-20 17:24:00,5,2,Second Class,Late delivery,1
17878,2015-09-22 23:06:00,4,2,Second Class,Late delivery,1
16998,2015-09-10 02:48:00,4,2,Second Class,Late delivery,1
13970,2015-07-29 21:57:00,6,2,Second Class,Late delivery,1
13614,2015-07-23 17:14:00,5,2,Second Class,Late delivery,1
44388,2016-10-13 22:44:00,4,2,Second Class,Late delivery,1
13050,2015-07-16 11:38:00,6,2,Second Class,Late delivery,1
12613,2015-07-08 02:32:00,4,2,Second Class,Late delivery,1
66587,2017-09-02 00:02:00,3,2,Second Class,Late delivery,1
62795,2017-07-11 15:32:00,6,2,Second Class,Late delivery,1
18950,2015-10-10 14:40:00,6,2,Second Class,Late delivery,1
19610,2015-10-20 05:54:00,6,2,Second Class,Late delivery,1
65011,2017-08-08 23:53:00,2,2,Second Class,Shipping on time,0
19380,2015-10-16 21:19:00,6,2,Second Class,Late delivery,1
65005,2017-08-12 21:47:00,6,2,Second Class,Late delivery,1
20085,2015-10-27 04:19:00,6,2,Second Class,Late delivery,1
18245,2015-09-30 07:41:00,6,2,Second Class,Late delivery,1
19817,2015-10-20 06:25:00,3,2,Second Class,Late delivery,1
10444,2015-06-07 10:38:00,5,2,Second Class,Late delivery,1
64637,2017-08-04 12:52:00,3,2,Second Class,Late delivery,1
15269,2015-08-16 21:03:00,5,2,Second Class,Late delivery,1
14064,2015-07-30 06:53:00,5,2,Second Class,Late delivery,1
14551,2015-08-03 09:30:00,2,2,Second Class,Shipping on time,0
12698,2015-07-09 08:19:00,4,2,Second Class,Late delivery,1
47758,2016-12-02 03:24:00,4,2,Second Class,Late delivery,1
68220,2017-09-28 20:09:00,6,2,Second Class,Late delivery,1
14730,2015-08-10 00:13:00,6,2,Second Class,Late delivery,1
66411,2017-08-29 10:22:00,2,2,Second Class,Shipping on time,0
12535,2015-07-08 23:13:00,6,2,Second Class,Late delivery,1
67712,2017-09-18 10:10:00,3,2,Second Class,Late delivery,1
18593,2015-10-03 09:36:00,4,2,Second Class,Late delivery,1
17909,2015-09-24 09:58:00,5,2,Second Class,Late delivery,1
16302,2015-08-29 22:57:00,3,2,Second Class,Late delivery,1
13343,2015-07-18 18:17:00,4,2,Second Class,Late delivery,1
62117,2017-06-28 18:00:00,3,2,Second Class,Late delivery,1
62637,2017-07-06 08:10:00,3,2,Second Class,Late delivery,1
67845,2017-09-23 08:46:00,6,2,Second Class,Late delivery,1
11209,2015-06-18 14:39:00,5,2,Second Class,Late delivery,1
41494,2016-09-02 16:50:00,5,2,Second Class,Late delivery,1
70044,2017-10-24 11:10:00,5,2,Second Class,Late delivery,1
16617,2015-09-03 13:19:00,3,2,Second Class,Late delivery,1
14574,2015-08-06 17:34:00,5,2,Second Class,Late delivery,1
15599,2015-08-21 16:40:00,5,2,Second Class,Late delivery,1
20072,2015-10-23 23:45:00,3,2,Second Class,Late delivery,1
12323,2015-07-03 20:56:00,4,2,Second Class,Late delivery,1
71295,2017-11-12 17:27:00,6,2,Second Class,Late delivery,1
66351,2017-08-28 13:21:00,2,2,Second Class,Shipping on time,0
44148,2016-10-10 10:39:00,4,2,Second Class,Late delivery,1
53540,2017-02-26 13:05:00,6,4,Standard Class,Late delivery,1
57570,2017-04-26 08:59:00,6,4,Standard Class,Late delivery,1
5154,2015-03-22 05:19:00,5,4,Standard Class,Late delivery,1
9122,2015-05-17 03:29:00,3,4,Standard Class,Advance shipping,0
4427,2015-03-09 14:37:00,3,4,Standard Class,Advance shipping,0
9340,2015-05-23 07:52:00,6,4,Standard Class,Late delivery,1
9331,2015-05-19 04:42:00,2,4,Standard Class,Advance shipping,0
58315,2017-05-07 05:59:00,6,4,Standard Class,Late delivery,1
54572,2017-03-10 14:39:00,3,4,Standard Class,Advance shipping,0
51746,2017-01-27 08:34:00,2,4,Standard Class,Advance shipping,0
4269,2015-03-09 07:16:00,5,4,Standard Class,Late delivery,1
61346,2017-06-16 11:53:00,2,4,Standard Class,Advance shipping,0
1999,2015-02-04 03:59:00,5,4,Standard Class,Late delivery,1
53576,2017-02-23 01:42:00,2,4,Standard Class,Advance shipping,0
57152,2017-04-17 06:32:00,3,4,Standard Class,Advance shipping,0
51674,2017-01-29 07:21:00,5,4,Standard Class,Late delivery,1
55336,2017-03-20 18:18:00,2,4,Standard Class,Advance shipping,0
53810,2017-03-02 11:41:00,6,4,Standard Class,Late delivery,1
59301,2017-05-17 15:25:00,2,4,Standard Class,Advance shipping,0
8410,2015-05-09 18:02:00,6,4,Standard Class,Late delivery,1
8123,2015-05-03 13:29:00,4,4,Standard Class,Shipping on time,0
60567,2017-06-06 02:58:00,3,4,Standard Class,Advance shipping,0
3527,2015-02-24 11:18:00,3,4,Standard Class,Advance shipping,0
2428,2015-02-09 10:17:00,4,4,Standard Class,Shipping on time,0
55174,2017-03-21 09:33:00,5,4,Standard Class,Late delivery,1
57032,2017-04-15 12:29:00,3,4,Standard Class,Advance shipping,0
10113,2015-06-01 14:41:00,4,4,Standard Class,Shipping on time,0
52250,2017-02-07 17:09:00,6,4,Standard Class,Late delivery,1
8906,2015-05-12 23:49:00,2,4,Standard Class,Advance shipping,0
1386,2015-01-23 05:13:00,2,4,Standard Class,Advance shipping,0
59226,2017-05-16 13:09:00,2,4,Standard Class,Advance shipping,0
8847,2015-05-13 03:08:00,3,4,Standard Class,Advance shipping,0
57929,2017-04-30 14:45:00,5,4,Standard Class,Late delivery,1
53505,2017-02-26 00:50:00,6,4,Standard Class,Late delivery,1
55636,2017-03-25 03:25:00,2,4,Standard Class,Advance shipping,0
57128,2017-04-17 22:07:00,4,4,Standard Class,Shipping on time,0
8728,2015-05-12 09:27:00,4,4,Standard Class,Shipping on time,0
1105,2015-01-23 02:46:00,6,4,Standard Class,Late delivery,1
1797,2015-01-30 05:13:00,3,4,Standard Class,Advance shipping,0
1634,2015-01-29 20:06:00,5,4,Standard Class,Late delivery,1
6176,2015-04-03 03:22:00,2,4,Standard Class,Shipping canceled,0
60460,2017-06-07 13:28:00,6,4,Standard Class,Shipping canceled,0
580,2015-01-15 10:50:00,6,4,Standard Class,Shipping canceled,0
56244,2017-04-06 00:25:00,5,4,Standard Class,Shipping canceled,0
6522,2015-04-09 04:35:00,3,4,Standard Class,Shipping canceled,0
58298,2017-05-05 00:02:00,4,4,Standard Class,Shipping canceled,0
3625,2015-02-28 21:38:00,6,4,Standard Class,Shipping canceled,0
52321,2017-02-04 18:01:00,2,4,Standard Class,Shipping canceled,0
58896,2017-05-11 17:32:00,2,4,Standard Class,Shipping canceled,0
5919,2015-04-02 09:20:00,5,4,Standard Class,Shipping canceled,0
52772,2017-02-12 08:01:00,3,4,Standard Class,Shipping canceled,0
9063,2015-05-17 06:49:00,4,4,Standard Class,Shipping canceled,0
61419,2017-06-20 13:27:00,5,4,Standard Class,Shipping canceled,0
27742,2016-02-12 22:54:00,3,4,Standard Class,Shipping canceled,0
24453,2015-12-27 22:37:00,4,4,Standard Class,Shipping canceled,0
31145,2016-04-05 15:07:00,6,4,Standard Class,Shipping canceled,0
30802,2016-03-28 14:57:00,3,4,Standard Class,Advance shipping,0
25875,2016-01-19 16:48:00,6,4,Standard Class,Late delivery,1
30589,2016-03-27 12:20:00,5,4,Standard Class,Late delivery,1
20931,2015-11-04 12:42:00,2,4,Standard Class,Advance shipping,0
45646,2016-10-30 07:28:00,2,4,Standard Class,Advance shipping,0
29731,2016-03-11 23:44:00,2,4,Standard Class,Advance shipping,0
42777,2016-09-19 10:20:00,3,4,Standard Class,Advance shipping,0
23886,2015-12-17 15:58:00,2,4,Standard Class,Advance shipping,0
43561,2016-09-29 21:00:00,2,4,Standard Class,Advance shipping,0
47846,2016-12-01 10:14:00,2,4,Standard Class,Advance shipping,0
21192,2015-11-09 08:09:00,3,4,Standard Class,Advance shipping,0
23156,2015-12-07 00:13:00,2,4,Standard Class,Advance shipping,0
22811,2015-12-01 23:21:00,2,4,Standard Class,Advance shipping,0
25418,2016-01-11 00:42:00,4,4,Standard Class,Shipping on time,0
47092,2016-11-21 10:04:00,3,4,Standard Class,Advance shipping,0
42658,2016-09-18 16:38:00,4,4,Standard Class,Shipping on time,0
23494,2015-12-14 22:38:00,5,4,Standard Class,Late delivery,1
27316,2016-02-05 17:39:00,2,4,Standard Class,Advance shipping,0
27555,2016-02-13 05:23:00,6,4,Standard Class,Late delivery,1
28657,2016-02-26 07:28:00,3,4,Standard Class,Advance shipping,0
47011,2016-11-19 05:41:00,2,4,Standard Class,Advance shipping,0
21973,2015-11-21 17:46:00,4,4,Standard Class,Shipping on time,0
50226,2017-01-05 04:03:00,2,4,Standard Class,Advance shipping,0
44617,2016-10-16 06:58:00,3,4,Standard Class,Advance shipping,0
21196,2015-11-08 09:33:00,2,4,Standard Class,Advance shipping,0
21193,2015-11-10 08:30:00,4,4,Standard Class,Shipping on time,0
26073,2016-01-20 14:10:00,4,4,Standard Class,Shipping on time,0
44425,2016-10-16 11:42:00,6,4,Standard Class,Late delivery,1
49570,2016-12-30 14:13:00,6,4,Standard Class,Late delivery,1
42099,2016-09-11 12:48:00,5,4,Standard Class,Late delivery,1
47731,2016-11-29 17:56:00,2,4,Standard Class,Advance shipping,0
46062,2016-11-06 09:13:00,3,4,Standard Class,Advance shipping,0
44938,2016-10-21 23:25:00,4,4,Standard Class,Shipping on time,0
50688,2017-01-13 21:54:00,4,4,Standard Class,Shipping on time,0
49445,2016-12-28 18:26:00,6,4,Standard Class,Late delivery,1
47938,2016-12-04 18:27:00,4,4,Standard Class,Shipping on time,0
45249,2016-10-27 12:23:00,5,4,Standard Class,Late delivery,1
41874,2016-09-08 05:58:00,5,4,Standard Class,Late delivery,1
41572,2016-09-01 20:10:00,3,4,Standard Class,Advance shipping,0
41785,2016-09-07 22:47:00,6,4,Standard Class,Late delivery,1
42971,2016-09-21 06:18:00,2,4,Standard Class,Advance shipping,0
44677,2016-10-17 03:59:00,3,4,Standard Class,Advance shipping,0
43266,2016-09-25 13:39:00,2,4,Standard Class,Advance shipping,0
47917,2016-12-03 11:06:00,3,4,Standard Class,Advance shipping,0
48901,2016-12-16 19:50:00,2,4,Standard Class,Advance shipping,0
44265,2016-10-14 03:39:00,6,4,Standard Class,Shipping canceled,0
41590,2016-09-05 02:28:00,6,4,Standard Class,Shipping canceled,0
45987,2016-11-05 06:56:00,3,4,Standard Class,Shipping canceled,0
44452,2016-10-13 21:09:00,3,4,Standard Class,Shipping canceled,0
49218,2016-12-23 10:54:00,4,4,Standard Class,Shipping canceled,0
47840,2016-12-05 08:07:00,6,4,Standard Class,Shipping canceled,0
47493,2016-11-28 06:33:00,4,4,Standard Class,Shipping canceled,0
64274,2017-08-01 05:41:00,5,4,Standard Class,Shipping canceled,0
13298,2015-07-18 02:31:00,4,4,Standard Class,Shipping canceled,0
62786,2017-07-07 12:22:00,2,4,Standard Class,Shipping canceled,0
13939,2015-07-28 11:06:00,5,4,Standard Class,Shipping canceled,0
46864,2016-11-20 02:11:00,5,4,Standard Class,Shipping canceled,0
16590,2015-09-06 03:51:00,6,4,Standard Class,Shipping canceled,0
62840,2017-07-12 07:18:00,6,4,Standard Class,Shipping canceled,0
66959,2017-09-09 10:22:00,5,4,Standard Class,Shipping canceled,0
63220,2017-07-17 20:25:00,6,4,Standard Class,Shipping canceled,0
19642,2015-10-17 17:07:00,3,4,Standard Class,Shipping canceled,0
65439,2017-08-18 05:50:00,5,4,Standard Class,Shipping canceled,0
17363,2015-09-15 10:40:00,4,4,Standard Class,Shipping canceled,0
18237,2015-09-27 04:52:00,3,4,Standard Class,Shipping canceled,0
66958,2017-09-08 10:01:00,4,4,Standard Class,Shipping canceled,0
66764,2017-09-06 14:03:00,5,4,Standard Class,Shipping canceled,0
48193,2016-12-08 11:48:00,4,4,Standard Class,Shipping canceled,0
15231,2015-08-13 07:44:00,2,4,Standard Class,Advance shipping,0
10451,2015-06-04 13:06:00,2,4,Standard Class,Advance shipping,0
10459,2015-06-07 15:54:00,5,4,Standard Class,Late delivery,1
64222,2017-07-29 11:28:00,3,4,Standard Class,Advance shipping,0
63907,2017-07-24 21:07:00,3,4,Standard Class,Advance shipping,0
19178,2015-10-11 22:33:00,4,4,Standard Class,Shipping on time,0
67046,2017-09-07 16:50:00,2,4,Standard Class,Advance shipping,0
65312,2017-08-14 09:21:00,3,4,Standard Class,Advance shipping,0
16436,2015-08-30 21:54:00,2,4,Standard Class,Advance shipping,0
11822,2015-06-25 13:25:00,3,4,Standard Class,Advance shipping,0
19528,2015-10-17 01:10:00,4,4,Standard Class,Shipping on time,0
49763,2016-12-31 09:50:00,4,4,Standard Class,Shipping on time,0
16013,2015-08-26 17:43:00,4,4,Standard Class,Shipping on time,0
17347,2015-09-14 05:04:00,3,4,Standard Class,Advance shipping,0
19496,2015-10-14 13:58:00,2,4,Standard Class,Advance shipping,0
62789,2017-07-10 13:25:00,5,4,Standard Class,Late delivery,1
11674,2015-06-25 09:34:00,5,4,Standard Class,Late delivery,1
67866,2017-09-19 16:07:00,2,4,Standard Class,Advance shipping,0
13599,2015-07-23 11:59:00,5,4,Standard Class,Late delivery,1
10384,2015-06-06 13:37:00,5,4,Standard Class,Late delivery,1
63115,2017-07-16 07:38:00,6,4,Standard Class,Late delivery,1
63516,2017-07-18 04:08:00,2,4,Standard Class,Advance shipping,0
62086,2017-06-27 07:08:00,2,4,Standard Class,Advance shipping,0
62817,2017-07-08 23:14:00,3,4,Standard Class,Advance shipping,0
10856,2015-06-10 10:59:00,2,4,Standard Class,Advance shipping,0
